audio_input,text,languages_detected,is_code_switching
2357_audio07.wav,"Book flight ke Jeddah lalu lanjut ke Madinah, schedule terbaik kapan?",['id'],False
2357_audio12.wav,Bagaimana proses visa Saudi untuk umroh dari Indonesia sekarang?,['id'],False
2357_audio15.wav,Tolong buat checklist persiapan umroh termasuk barang wajib dibawa.,[],False
2357_audio17.wav,"Menurut kamu, belajar bahasa Arab itu susah gak untuk pemula?",['id'],False
2359_audio1.wav,Aku mau book flight ke Jeddah minggu depan. Bisa bantu schedule?,['id'],False
2359_audio12.wav,Bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang,['id'],False
2359_audio14.wav,How to prepare dokumen umrah dari Indonesia dengan benar,['id'],False
2359_audio17.wav,Menurut kamu belajar bahasa Arab itu susah gak untuk pemula.,['id'],False
2359_audio2.wav,Aku butuh travel umrah simple tapi include Madinah visit.,['id'],False
2359_audio3.wav,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow?,"['id', 'en']",True
2359_audio4.wav,Explain step by step cara apply visa Saudi dengan benar,['id'],False
2359_audio5.wav,ya akhi uridu buk flaik ila jaddah al usbu al qadim hal bisa bantu ajidah afdal skedul warih latam mubassirah,['id'],False
2359_audio6.wav,uridu arrange transport min jeddah ila madinah wadan,[],False
2359_audio7.wav,Bookfly ke Jeddah lalu lanjut ke Madinah. Schedule terbaik kapan?,['id'],False
2360_audio01.wav,Aku mau book flight ke Jeddah minggu depan. Bisa bantu schedule?,['id'],False
2360_audio02.wav,Aku butuh travel umrah simple tapi include Madinah visit.,['id'],False
2360_audio03.wav,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow?,"['id', 'en']",True
2360_audio04.wav,Explain step by step cara apply visa Saudi dengan benar.,['id'],False
2360_audio05.wav,"Ya akhi, uridu bukflaik ila judah al-usbuqan al-qadim. Hal bisa bantu ajidah afdal skidul warihlatan mubasyurah.",['id'],False
2360_audio06.wav,Uridu arrange transport min jeddah ila Madinah Ghadan.,[],False
2360_audio07.wav,Book flight ke Jeddah lalu lanjut ke Madinah. Schedule terbaik kapan?,['id'],False
2360_audio10.wav,Apa perbedaan umroh dan hajj secara detail dalam Islam?,['id'],False
2360_audio11.wav,Kenapa fasting di Ramadan itu wajib bagi Muslim?,['id'],False
2360_audio14.wav,How to prepare dokumen umroh dari Indonesia dengan benar,['id'],False
2363_audio01.wav,Aku mau book flight ke jedah minggu depan. Bisa bantu schedule.,['id'],False
2363_audio02.wav,"Aku butuh travel umrah simple, tapi include Madinah visit.",['id'],False
2363_audio03.wav,Can you help? Aku arrange transport dari Jeddah ke Madinah tomorrow.,"['id', 'en']",True
2363_audio04.wav,Explain step by step cara apply visa Saudi dengan benar.,['id'],False
2363_audio05.wav,"Ya akhi, uridu book flight ila jaddah al-usbu al-qidam hal bisa bantu ajidah afdal skedul warihlatan mubasyirah.",['id'],False
2363_audio06.wav,Uridu arrange transport min jiddah ila Madinah Ghadan.,[],False
2363_audio07.wav,Book flag ke Jeddah lanjut ke Madinah. Schedule terbaik kapan?,['id'],False
2363_audio10.wav,Apa perbedaan umroh dan haji secara detail dalam Islam?,['id'],False
2363_audio11.wav,Kedapan fasting di Ramadan itu wajib bagi muslim.,['id'],False
2363_audio14.wav,How to prepare dokumen umrah dari Indonesia dengan benar,['id'],False
2364_audio02.wav,Aku butuh travel umroh simple tapi include Madinah visit.,['id'],False
2364_audio03.wav,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow?,"['id', 'en']",True
2364_audio04.wav,Explain step by step cara apply visa Saudi dengan benar,['id'],False
2364_audio05.wav,"Ya akhi, huridu buk flaik ila jeddah al-usbu al-qadim. Hal bisa bantu ajidah afdal skedul wa rihlatan mubashiroh?",['id'],False
2364_audio06.wav,Uridu arranged transport min Jeddah ila Madinah Ghadan.,[],False
2364_audio12.wav,Bagaimana proses visa Saudi untuk umroh dari Indonesia sekarang?,['id'],False
2364_audio13.wav,Jelaskan step by step cara booking flight ke Jeddah secara online.,['id'],False
2364_audio14.wav,How to prepare dokumen umroh dari Indonesia dengan benar,['id'],False
2364_audio17.wav,Menurut kamu belajar bahasa Arab itu susah gak untuk pemula?,['id'],False
2366_audio01.wav,Aku mau book flight ke Jeddah minggu depan. Bisa bantu schedule.,['id'],False
2366_audio02.wav,Aku butuh travel umroh simple tapi include Madinah Visit.,['id'],False
2366_audio03.wav,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow?,"['id', 'en']",True
2366_audio04.wav,Explain step by step cara apply visa Saudi dengan benar,['id'],False
2366_audio05.wav,"Ya ahli, uridu buk flag ila jaddah al-usbu' al-qadim hal bisa bantu ajidah afda schedule warihlatan mubashiroh.",['id'],False
2366_audio06.wav,Uridu Arrange Transport Menjadah Ilah Madinah Khadan,[],False
2366_audio07.wav,Book flight ke Jeddah lalu lanjut ke Madinah. Schedule terbaik kapan?,['id'],False
2366_audio11.wav,Kenapa fasting di Ramadan itu wajib bagi muslim?,['id'],False
2366_audio13.wav,Jelaskan step by step cara booking flight gadget dah secara online.,[],False
2366_audio15.wav,Tolong bawa checklist persiapan umroh termasuk barang wajib di bawah.,['id'],False
2367_audio1.wav,Aku mau book flight ke jadda minggu depan. Bisa bantu schedule?,['id'],False
2367_audio10.wav,Apa perbedaan umrah dan hajj secara detail dalam Islam?,['id'],False
2367_audio13.wav,Jelaskan step by step cara booking flight kejeja secara online.,[],False
2367_audio18.wav,I feel overwhelmed dengan persiapan umrah. Ada tips sederhana?,['id'],False
2367_audio2.wav,"Aku butuh travel om, raw simple, tapi include Madinah visit.",['id'],False
2367_audio3.wav,Can you help aku arrange transport dari Jeddah ke Bandinah to-morrow?,"['id', 'en']",True
2367_audio4.wav,Explain step by step cara apply visa Saudi dengan benar,['id'],False
2367_audio5.wav,Ya aghi huri dubuk flight ila jadda al-usbu al-qadim. Hal bisa bantu ajidda afdol skejul warih latan mubasirah?,['id'],False
2367_audio6.wav,Uri du Range Transport min cedda ila madi nah kodan,[],False
2367_audio7.wav,Buk fly ke Jeddah lalu lanjut ke Madinah. Schedule terbaik kapan?,['id'],False
2369_audio1.wav,"Kalau mau book flight ke Jeddah minggu depan, bisa bantu schedule.",['id'],False
2369_audio10.wav,Jelaskan step by step cara booking flight ke Jeddah secara online.,['id'],False
2369_audio2.wav,Aku butuh travel umroh simple tapi include Madinah visit.,['id'],False
2369_audio3.wav,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow?,"['id', 'en']",True
2369_audio4.wav,Explain step by step cara apply visa Saudi dengan benar.,['id'],False
2369_audio5.wav,"Ya akhir, uridu bukfait ila jeddah al-usbu al-qadim. Hal bisa bantu ajidah afdal skejul warih latan mubasirah.",['id'],False
2369_audio6.wav,Uri du arrange transport min Jeddah ila Madinah Wadan.,[],False
2369_audio7.wav,Book flight ke Jeddah lalu lanjut ke Madinah. Schedule terbaik kapan?,['id'],False
2369_audio8.wav,Uridu schedule trip min Jeddah ila makkah Bukro Sabah.,[],False
2369_audio9.wav,Bagaimana proses via Saudi untuk umroh dari Indonesia sekarang?,['id'],False
2371_audio01.wav,Aku mau book flight ke Jeddah minggu depan. Bisa bantu schedule?,['id'],False
2371_audio02.wav,"Aku butuh travel umrah simple, tapi include Madinah visit.",['id'],False
2371_audio03.wav,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow?,"['id', 'en']",True
2371_audio04.wav,Explain step by step cara apply visa Saudi dengan benar.,['id'],False
2371_audio06.wav,Uridu Range Transport Min Jeddah ila Madinah Gadan,[],False
2371_audio07.wav,"Book flight ke Jeddah, lalu lanjut ke Madinah, schedule terbaik kapan?",['id'],False
2371_audio12.wav,Bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang?,['id'],False
2371_audio13.wav,Jelaskan step by step cara booking flight ke Jeddah secara online.,['id'],False
2371_audio17.wav,"Menurut kamu, belajar bahasa Arab itu susah gak untuk pemula?",['id'],False
2372_audio01.wav,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule.",['id'],False
2372_audio02.wav,Aku butuh travel umrah simple tapi include Madinah visit.,['id'],False
2372_audio03.wav,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow?,"['id', 'en']",True
2372_audio04.wav,Explain step by step cara apply visa Saudi dengan benar.,['id'],False
2372_audio05.wav,"Ya si, uridu bukflay ila jadah al-usbu al-qadim. Hal bisa bantu ajidah afdal skajul warih batan mubashiroh?",['id'],False
2372_audio06.wav,Uridu arrange transport min jedah ila Madinah Khadan.,[],False
2372_audio10.wav,Apa perbedaan umrah dan haji secara detail dalam Islam?,['id'],False
2372_audio11.wav,Kenapa fasting di ramadhan itu wajib bagi muslim?,['id'],False
2372_audio14.wav,How to prepare dokumen umrah dari Indonesia dengan benar.,['id'],False
2372_audio15.wav,Tolong buat checklist persiapan omrah termasuk barang wajib di bawah.,['id'],False
2374_audio01.wav,"Aku mau book flight ke jedah minggu depan, bisa bantu schedule.",['id'],False
2374_audio02.wav,Aku butuh travel umrah simple tapi include Madinah visit.,['id'],False
2374_audio03.wav,Can you help aku arrange transport dari Jeddah ke Madinah Tomorrow?,"['id', 'en']",True
2374_audio04.wav,Explain step by step cara apply visa Saudi dengan benar,['id'],False
2374_audio05.wav,"Ya akhi, kuridu bukflaik ilacerdah al-usbu' al-qadim. Hal bisa bantu ajedah afdal skejul warihlatan nubasyirah?",['id'],False
2374_audio06.wav,Uridu uris transport menjedah ila Madinah Gadan.,[],False
2374_audio11.wav,Kenapa fasting di ramadhan itu wajib bagi muslim?,['id'],False
2374_audio13.wav,Jelaskan step-by-step cara booking flight ke Jeddah secara online.,['id'],False
2374_audio15.wav,Tolong buat checklist persiapan umrah termasuk barang wajib dibawa.,[],False
2374_audio17.wav,"Menurut kamu, belajar bahasa Arab itu susah nggak untuk pemula?",['id'],False
2375_audio01.wav,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?",['id'],False
2375_audio02.wav,"Aku butuh travel umroh, simple tapi include Madinah visit.",['id'],False
2375_audio03.wav,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow?,"['id', 'en']",True
2375_audio04.wav,Explain step by step cara apply visa Saudi dengan benar.,['id'],False
2375_audio05.wav,"Ya akhi, uri du buk fly ila jeddah al-usbu al-qadim hal bisa bantu ajidah afdol skejul warihlatan mubashiroh",['id'],False
2375_audio08.wav,Uri do schedule trip dari Jeddah ke Makkah besok pagi.,"['id', 'en']",True
2375_audio11.wav,Kenapa fasting di Ramadan itu wajib bagi muslim?,['id'],False
2375_audio15.wav,Tolong buat checklist persiapan umroh termasuk barang wajib dibawa.,[],False
2375_audio18.wav,I feel overwhelmed dengan persiapan umroh Ada tips sederhana,['id'],False
2379_audio01.wav,Aku mau book flight ke Jeddah minggu depan. Bisa bantu schedule?,['id'],False
2379_audio02.wav,Aku butuh travel umrah simple tapi ikut Madinah fisik.,['id'],False
2379_audio03.wav,Can you help aku arrange transport dari Jeddah ke Madinah to-morrow?,"['id', 'en']",True
2379_audio05.wav,ya ahi uridu bukflai illa jeddah al usbu al qadim hal bisa bantu ajidah afdal skejul wahrilatan mubashirah,['id'],False
2379_audio07.wav,"Bookfly kejedah lalu lanjut ke Madinah, schedule terbaik kapan?",['id'],False
2379_audio12.wav,Bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang?,['id'],False
2379_audio18.wav,I feel overwhelmed dengan persiapan umroh. Ada tips sederhana?,['id'],False
2479_audio04.wav,Explain step by step cara apply visa Saudi dengan benar.,['id'],False
2479_audio15.wav,Tolong buat checklist persiapan umrah termasuk barang wajib dibawa.,[],False
